,Fecha,Tipo Generacion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
64,2014,COGENERADOR,20133879.14,20266534.79,20400329.34,20359900.37,20361343.7,20349627.45,20331060.16,20131387.49,19640484.22,19213934.94,18881361.52,18814721.87,18950407.84,19097059.84,18995372.94,18929267.36,19130456.22,19252426.96,19311396.19,19395650.01,19863488.01,20137402.35,20038679.13,20033463.34,472.01963518
65,2014,EOLICA,2342544.38,2206463.51,2096674.28,1973637.73,1833458.49,1775609.65,1825322.55,2057730.91,2296886.05,2497105.68,2787089.71,3187371.99,3692672.09,4099401.31,4413074.81,4615525.56,4575205.48,4195677.37,3635721.1,3163934.09,2950093.7,2815531.07,2681662.6,2511903.77,70.23029788
66,2014,HIDRAULICA,1484586172.91,1412100402.19,1363699279.25,1347488065.32,1396000836.76,1528179913.57,1573256500.18,1707245366.01,1874274724.26,1982871129.27,2088919466.46,2155403907.88,2101180514.7,2077634061.04,2089292113.04,2071948157.26,2028860866.03,2014038857.97,2290360381.85,2374906482.34,2271349605.15,2076079062.24,1824152712.57,1608134819.49,44741.96339774
67,2014,TERMICA,743674155.65,723959869.51,715284830.45,710896338.03,719415527.39,736902603.99,745438570.06,767301025.41,791384595.48,803837096.17,813000513.91,820482893.66,822577796.43,825500882.73,826986366.95,827766011.72,829043093.89,833727779.11,847699123.23,852394390.75,845127300.04,836351434.03,817638903.2,787250458.34,19043.64156013
68,2015,COGENERADOR,22234105.67,22334239.93,22375817.59,22453149.48,22423627.52,22559474.16,22444732.69,22285899.93,22037040.8,21646596.05,21415419.83,21361638.16,21377245.85,21455535.22,21474768.95,21254069.32,21505718.05,21681342.41,21593457.71,21725539.94,22101852.14,22218697.18,22105582.68,22121574.76,526.18712602
69,2015,EOLICA,2293301.55,2213835.54,2106519.39,2043184.95,1956515.72,1885804.51,1849632.57,2053605.44,2256131.18,2443595.41,2684925.29,3085896.71,3551602.33,3847481.14,4102600.91,4243527.43,4226286.73,4034442.9,3586478.16,3174687.84,2939296.26,2754693.17,2592561.14,2450842.04,68.37744831
70,2015,HIDRAULICA,1484994089.69,1405185034.03,1352429958.42,1331395616.77,1378567944.17,1503928275.66,1544419315.85,1686929354.45,1862836815.66,1975216804.06,2084246139.19,2152680008.81,2102188826.22,2089421450.15,2102676548.32,2084172868.96,2036949154.16,2009564426.33,2282994743.71,2372628000.81,2276979531.81,2094390260.72,1845179525.02,1621927674.11,44681.90236708
71,2015,TERMICA,849750531.77,835186208.46,827901405.31,826590004.72,835089970.39,846386080.33,849690338.47,863845342.89,879162238.44,890083661.6,897788639.91,904370510.22,904050969.37,905709657.69,910820826.8,911837042.75,910410544.72,916951498.24,931306185.44,938124849.31,932272005.06,921750187.96,901506512.77,881421777.01,21272.00698963
72,2016,COGENERADOR,25608656.34,25497671.28,25536181.23,25640672.61,25936607.41,25847594.98,25630781.34,25410741.26,25149647.52,24513732.42,24043584.83,24023009.85,24106860.15,24355436.39,24325447.19,24146024.07,24317790.61,24629363.17,24732855.83,24872845.37,25328029.02,25457665.92,25497472.08,25385542.6,599.99421347
73,2016,EOLICA,1652890.29,1554146.18,1439393.54,1333867.79,1281591.79,1238709.02,1240279.34,1390511.26,1515712.25,1589851.06,1801908.51,2227740.67,2771195.8,3131998.65,3416988.96,3542206.01,3483648.16,3255804.07,2796480.04,2411728.92,2198595.07,2001304.07,1871635.85,1739154.06,50.88734136
74,2016,HIDRAULICA,1572474104.09,1495196827.53,1445580386.4,1426723436.19,1477285988.94,1601699252.29,1630330014.81,1772131704.77,1945284598.32,2057611104.28,2165821473.36,2235532829.46,2186939182.74,2176361993.41,2194464584.51,2179772653.65,2133235877.69,2104845459.88,2368381111.32,2449000731.72,2349737276.61,2176151719.69,1938759116.81,1715231973.54,46798.55340201
75,2016,TERMICA,752550011.73,737711339.07,729617088.3,726438375.57,728349868.87,732549245.7,736435054.59,749672967.58,763090751.21,769052141.26,775579432.33,781844859.96,781153374.98,783698346.8,788043879.32,789619959.85,788226987.02,788920667.16,801483984.81,809071589.99,812856427.71,803177764.89,788883382.46,774710228.03,18492.73772919
76,2017,COGENERADOR,26908244.02,27059492.36,27054417.14,27388294.42,27353166.21,27341474.69,27090748.13,26843918.35,26542173.99,25863691.22,25444269.28,25365112.34,25534258.07,25686380.32,25702800.3,25664209.79,25851156.74,26066081.74,25971003.57,26077585.24,26501005.0,26816508.43,26820105.03,26780376.97,633.72647335
